08/03/2019,MAGNA,3355.8,"$1,000.20",$20.35,49.15,"$2,355.60",66719,,-66719,-3278.574939,,DEPTO. DE RECURSOS MATERIALES Y SERVCIOS GENERALES,VOLKSWAGEN ,JETTA  ,2013,ROJO TORNADO,NDG1625,639YXC
08/03/2019,MAGNA,3355.8,$600.06,$20.35,29.49,"$2,755.74",20234,,-20234,-994.2997543,,DEPTO. DE RECURSOS MATERIALES Y SERVCIOS GENERALES,VOLKSWAGEN ,VENTO,2017,DIFERENTES,NAP8928,
08/03/2019,MAGNA,3355.8,$800.16,$20.35,39.32,2555.638,149775,,-149775,-7359.95086,,DEPTO. DE RECURSOS MATERIALES Y SERVCIOS GENERALES,CHEVROLET,CHEVY,2009,GRIS,MJJ9849,
08/03/2019,MAGNA,3355.8,$918.92,$20.35,45.16,"$2,436.88",479201,,-479201,-23547.96069,,OFICIALIA DE PARTES,VOLKSWAGEN ,VENTO,2017,DIFERENTES,NAP8971,
08/03/2019,MAGNA,3355.8,$847.07,$20.35,41.63,"$2,508.73",17510,17676,166,8.157248157,,COORDINACIÓN DE ZONA VALLE DE TOLUCA,VOLKSWAGEN ,VENTO,2017,DIFERENTES,NAP8926,
08/03/2019,MAGNA,"$3,355.80",$970.08,$20.35,47.67,"$2,385.72",201743,201975,232,11.4004914,"TRASLADO DE ALUMNOS DE LA SINFONICA ATLACOMULOC, ACAMBAY, JOCOTITLAN",DEPTO. DE RECURSOS MATERIALES Y SERVCIOS GENERALES,NISSAN ,URVAN,2005,GRIS,LYK5287,
08/03/2019,MAGNA,3355.8,$757.55,$20.35,37.23,"$2,598.25",57427,,-57427,-2821.965602,,COORDINACIÓN DE ZONA VALLE DE MÉXICO,VOLKSWAGEN ,GOL,2016,PLATA,MXC7772,
08/03/2019,MAGNA,"$3,155.80",$850.89,$20.35,41.81,"$2,304.91",177212,,-177212,-8708.206388,,DEPTO. DE RECURSOS MATERIALES Y SERVCIOS GENERALES,CHEVROLET,CHEVY,2009,GRIS,MJJ9820,
08/03/2019,MAGNA,3355.8,$566.93,$20.35,27.86,"$2,788.87",152215,152518,303,14.88943489,,DEPTO. DE RECURSOS MATERIALES Y SERVCIOS GENERALES,JEEP,PATRIOT,2010,BLANCO,MFA7558,
08/03/2019,MAGNA,3355.8,"$1,173.18",$20.35,57.65,"$2,182.62",270005,270064,59,2.899262899,,DEPTO. DE ESTADÍSTICA Y EVALUACIÓN,VOLKSWAGEN ,JETTA  ,2005,PLATA,LZH3122,
08/03/2019,MAGNA,3355.8,$893.12,$20.35,43.89,"$2,462.68",208723,209075,352,17.2972973,,ÁREA DE BIENES MUEBLES,NISSAN ,TSURU,2009,ROJO,MDT1718,
08/03/2019,MAGNA,3355.8,$950.04,$20.35,46.69,"$2,405.76",186539,186914,375,18.42751843,,"DEPTO. DE ORGANIZACIÓN, INNOVACIÓN Y CALIDAD",VOLKSWAGEN ,JETTA  ,2011,ROJO SALSA,MGN1795,
08/03/2019,MAGNA,3355.8,$500.00,$20.29,24.57,"$2,855.80",83094,,-83094,-4083.24,,DEPTO. DE RECURSOS MATERIALES Y SERVCIOS GENERALES,NISSAN,NP300,2014,PLATA,MUS1442,
08/03/2019,MAGNA,3355.8,$950.22,$20.35,46.69,"$2,405.58",19132,,-19132,-940.1474201,,DEPTO. DE RECURSOS MATERIALES Y SERVCIOS GENERALES,VOLKSWAGEN ,VENTO,2017,DIFERENTES,NAP8934,
08/03/2019,MAGNA,3355.8,$758.04,$20.35,37.25,"$2,597.76",184532,184803,271,13.31695332,,DEPTO. DE RECURSOS MATERIALES Y SERVCIOS GENERALES,NISSAN ,TSURU,2007,BLANCO,MDJ8716,
08/03/2019,MAGNA,3355.8,$921.06,$20.35,45.26,"$2,434.74",257205,257547,342,16.80589681,,DEPTO. DE RECURSOS MATERIALES Y SERVCIOS GENERALES,NISSAN ,TSURU,2005,ROJO,LZH3140,
08/03/2019,MAGNA,, | ,$20.09,49.61,#¡VALOR!,,,0,#¡VALOR!,,,,,,,,
08/03/2019,MAGNA,3355.8,$300.00,$20.09,14.93,"$3,055.80",,,0,0,,COORDINACIÓN DE ZONA VALLE DE MÉXICO,VOLKSWAGEN ,GOL,2016,PLATA,MXC7772,
